household_id,crop_code,crop_name,crop_domain,disposition_share1_pct_unconfirmed,disposition_share2_pct_unconfirmed,disposition_share3_pct_unconfirmed,disposition_share4_pct_unconfirmed,disposition_share5_pct_unconfirmed,disposition_share6_pct_unconfirmed,disposition_total_check_pct,ph_saq07,storage_detail1_unconfirmed,storage_detail2_unconfirmed,storage_flag2_unconfirmed,storage_flag3_unconfirmed,storage_flag4_unconfirmed,storage_flag_unconfirmed,storage_qty1_unconfirmed,storage_qty1_unit_unconfirmed,storage_qty2_unconfirmed,storage_qty2_unit_unconfirmed,storage_qty3_unconfirmed,storage_qty3_unit_unconfirmed,storage_qty4_unconfirmed,storage_qty4_unit_unconfirmed,storage_qty5_unconfirmed,storage_qty5_unit_unconfirmed,storage_qty6_unconfirmed,storage_qty6_unit_unconfirmed,storage_qty7_unconfirmed,storage_qty7_unit_unconfirmed,loss_detail_a_unconfirmed,loss_detail_b_unconfirmed,loss_detail_c_unconfirmed,loss_detail_d_unconfirmed,loss_detail_e_unconfirmed,loss_detail_f_unconfirmed,loss_detail_g_unconfirmed,loss_detail_h_unconfirmed,loss_detail_i_unconfirmed,loss_detail_j_unconfirmed,loss_detail_k_unconfirmed,loss_detail_ka_unconfirmed,loss_detail_l_unconfirmed,loss_detail_la_unconfirmed,loss_detail_m_unconfirmed,loss_detail_ma_unconfirmed,loss_detail_n_unconfirmed,loss_detail_na_unconfirmed,loss_detail_o_unconfirmed,loss_detail_oa_unconfirmed,loss_detail_p_unconfirmed,loss_detail_pa_unconfirmed,loss_detail_q_unconfirmed,loss_detail_r_unconfirmed,loss_detail_s_unconfirmed,loss_detail_t_unconfirmed,loss_detail_u_unconfirmed,loss_detail_v_unconfirmed,loss_detail_w_unconfirmed,loss_detail_x_unconfirmed,loss_detail_y_unconfirmed,loss_detail_z_unconfirmed,loss_extra_a_unconfirmed,loss_extra_b_unconfirmed,loss_extra_c_unconfirmed,loss_extra_d_unconfirmed,loss_extra_e_unconfirmed,loss_extra_f_unconfirmed,loss_reason1_occurred,loss_reason1_qty,loss_reason1_unit,loss_reason2_occurred,loss_reason2_qty,loss_reason2_unit,loss_reason3_occurred,loss_reason3_qty,loss_reason3_unit,ph_saq07_loss,total_loss_qty,household_size,region,zone_code,woreda_code,is_rural,survey_year
1010600402112.0,7.0,TEFF,field_crop,65.0,35.0,0.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,17.0,3.0,1.0,20.0,2.0,4.0,1.0,10.0,,,370.0,250.0,1.0,3.0,1.0,3.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1,1.0,6.0,1.0,2011
1010600402112.0,25.0,NUEG,field_crop,80.0,20.0,0.0,0.0,0.0,0.0,100.0,1.0,16.0,75.0,1.0,1.0,1.0,1.0,15.0,3.0,0.0,230.0,29.0,3.0,0.0,210.0,5.0,,6.0,650.0,2.0,2.0,1.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1,1.0,6.0,1.0,2011
1010600402112.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1,1.0,6.0,1.0,2011
1010600402130.0,2.0,MAIZE,field_crop,60.0,35.0,5.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0,3.0,1.0,2.0,,5.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,1.0,6.0,1.0,2011
1010600402130.0,3.0,MILLET,field_crop,80.0,15.0,0.0,5.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,7.0,2.0,1.0,4.0,3.0,3.0,2.0,3.0,,7.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,1.0,6.0,1.0,2011
1010600402130.0,6.0,SORGHUM,field_crop,70.0,30.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,18.0,30.0,10.0,3.0,8.0,11.0,15.0,4.0,8.0,,21.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,6.0,4.0,2.0,3.0,0.0,,2.0,150.0,5.0,2.0,50.0,1.0,0.0,,,5.0,200.0,5.0,1,1.0,6.0,1.0,2011
1010600402130.0,7.0,TEFF,field_crop,65.0,15.0,20.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,1.0,6.0,1.0,2011
1010600402130.0,11.0,CHICK PEAS,field_crop,75.0,5.0,20.0,0.0,0.0,0.0,100.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,2.0,3.0,6.0,2.0,1.0,2.0,6.0,3.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,1.0,6.0,1.0,2011
1010600402130.0,27.0,SESAME,field_crop,60.0,40.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,1.0,6.0,1.0,2011
1010600402130.0,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,2.0,5.0,7.0,3.0,1.0,2.0,,6.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,1.0,6.0,1.0,2011
1010600402148.0,2.0,MAIZE,field_crop,60.0,15.0,25.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,6.0,4.0,3.0,4.0,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,1,1.0,6.0,1.0,2011
1010600402148.0,3.0,MILLET,field_crop,70.0,10.0,20.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,11.0,3.0,1.0,900.0,27.0,3.0,1.0,850.0,,,1190.0,850.0,2.0,,2.0,4.0,12.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,1.0,60.0,2.0,0.0,,,0.0,,,2.0,60.0,8.0,1,1.0,6.0,1.0,2011
1010600402148.0,6.0,SORGHUM,field_crop,65.0,15.0,20.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,7.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,1,1.0,6.0,1.0,2011
1010600402148.0,7.0,TEFF,field_crop,70.0,20.0,10.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0,7.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,2.0,50.0,1.0,0.0,,,0.0,,,1.0,50.0,8.0,1,1.0,6.0,1.0,2011
1010600402148.0,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,2.0,4.0,8.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,1,1.0,6.0,1.0,2011
1010600402167.0,2.0,MAIZE,field_crop,60.0,30.0,10.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,1.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1,1.0,6.0,1.0,2011
1010600402167.0,6.0,SORGHUM,field_crop,50.0,20.0,30.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,1.0,3.0,0.0,,1.0,60.0,2.0,0.0,,,0.0,,,1.0,60.0,2.0,1,1.0,6.0,1.0,2011
1010600402167.0,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1,1.0,6.0,1.0,2011
1020100207002.0,2.0,MAIZE,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,2.0,1.0,1.0,2011
1020100207002.0,3.0,MILLET,field_crop,85.0,15.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,33.0,2.0,1.0,1.0,1.0,11.0,2.0,0.0,600.0,26.0,2.0,0.0,600.0,1.0,2.0,620.0,70.0,2.0,2.0,1.0,1.0,2.0,9.0,2.0,1.0,2.0,8.0,3.0,1.0,2.0,,8.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,2.0,1.0,1.0,2011
1020100207002.0,6.0,SORGHUM,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,8.0,2.0,1.0,2.0,9.0,3.0,1.0,2.0,,10.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,2.0,1.0,1.0,2011
1020100207002.0,7.0,TEFF,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,67.0,2.0,1.0,1.0,1.0,10.0,2.0,0.0,25.0,2.0,0.0,100.0,2.0,1.0,2.0,14.0,750.0,2.0,2.0,1.0,1.0,2.0,10.0,2.0,1.0,2.0,10.0,3.0,1.0,2.0,,9.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5.0,1,2.0,1.0,1.0,2011
1020100207002.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1,2.0,1.0,1.0,2011
1020100207012.0,2.0,MAIZE,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,33.0,1.0,1.0,1.0,1.0,11.0,2.0,0.0,580.0,26.0,2.0,0.0,580.0,1.0,2.0,15.0,250.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3.0,1,2.0,1.0,1.0,2011
1020100207012.0,6.0,SORGHUM,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,50.0,2.0,1.0,1.0,1.0,9.0,3.0,0.0,420.0,24.0,3.0,0.0,420.0,1.0,2.0,25.0,800.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,8.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3.0,1,2.0,1.0,1.0,2011
1020100207012.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,1.0,1.0,2011
1020100207017.0,2.0,MAIZE,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,1,2.0,1.0,1.0,2011
1020100207017.0,6.0,SORGHUM,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,1,2.0,1.0,1.0,2011
1020100207017.0,7.0,TEFF,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,33.0,2.0,1.0,1.0,1.0,15.0,2.0,0.0,120.0,27.0,2.0,0.0,120.0,1.0,2.0,56.0,520.0,2.0,2.0,1.0,1.0,2.0,9.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,2.0,1.0,2.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,1,2.0,1.0,1.0,2011
1020100207017.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,1.0,1.0,2011
1020100207027.0,1.0,BARLEY,,,,,,,,,1.0,,,2.0,2.0,2.0,1.0,26.0,1.0,0.0,450.0,12.0,2.0,0.0,425.0,,,14.0,200.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1,2.0,1.0,1.0,2011
1020100207027.0,2.0,MAIZE,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,,1.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,1,2.0,1.0,1.0,2011
1020100207027.0,3.0,MILLET,field_crop,85.0,15.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,11.0,2.0,1.0,2.0,10.0,3.0,1.0,1.0,,9.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,1,2.0,1.0,1.0,2011
1020100207027.0,6.0,SORGHUM,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,11.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,9.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,1,2.0,1.0,1.0,2011
1020100207027.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1,2.0,1.0,1.0,2011
1020100207047.0,2.0,MAIZE,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,1.0,5.0,50.0,1.0,1.0,1.0,1.0,13.0,2.0,0.0,750.0,28.0,2.0,0.0,580.0,1.0,2.0,39.0,380.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1,2.0,1.0,1.0,2011
1020100207047.0,3.0,MILLET,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,11.0,2.0,1.0,2.0,11.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1,2.0,1.0,1.0,2011
1020100207047.0,6.0,SORGHUM,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,11.0,2.0,1.0,2.0,10.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1,2.0,1.0,1.0,2011
1020100207047.0,7.0,TEFF,field_crop,85.0,15.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,10.0,2.0,1.0,2.0,10.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7.0,1,2.0,1.0,1.0,2011
1020100207047.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1,2.0,1.0,1.0,2011
1020100207062.0,2.0,MAIZE,field_crop,85.0,15.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1,2.0,1.0,1.0,2011
1020100207062.0,3.0,MILLET,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,10.0,2.0,1.0,2.0,11.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1,2.0,1.0,1.0,2011
1020100207062.0,6.0,SORGHUM,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,11.0,2.0,1.0,2.0,10.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2.0,1,2.0,1.0,1.0,2011
1020100207062.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1,2.0,1.0,1.0,2011
1020100207077.0,2.0,MAIZE,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3.0,1,2.0,1.0,1.0,2011
1020100207077.0,3.0,MILLET,field_crop,75.0,10.0,10.0,0.0,0.0,5.0,100.0,1.0,2.0,25.0,2.0,1.0,1.0,1.0,14.0,2.0,0.0,620.0,29.0,2.0,0.0,620.0,1.0,2.0,192.0,200.0,2.0,2.0,3.0,3.0,3.0,22.0,6.0,3.0,3.0,24.0,9.0,3.0,3.0,,24.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,3.0,1,2.0,1.0,1.0,2011
1020100207077.0,6.0,SORGHUM,field_crop,85.0,5.0,0.0,0.0,0.0,10.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,6.0,2.0,1.0,2.0,8.0,3.0,1.0,2.0,,8.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,3.0,1,2.0,1.0,1.0,2011
1020100207077.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1,2.0,1.0,1.0,2011
1020100207092.0,1.0,BARLEY,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,,2.0,1.0,2.0,1.0,28.0,1.0,0.0,400.0,14.0,2.0,0.0,400.0,1.0,2.0,6.0,500.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,1,2.0,1.0,1.0,2011
1020100207092.0,2.0,MAIZE,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,50.0,1.0,1.0,1.0,1.0,11.0,2.0,0.0,600.0,27.0,2.0,0.0,590.0,1.0,2.0,9.0,940.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,1,2.0,1.0,1.0,2011
1020100207092.0,3.0,MILLET,field_crop,85.0,10.0,0.0,0.0,0.0,5.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,10.0,2.0,1.0,1.0,10.0,3.0,1.0,1.0,,10.0,,4.0,,1.0,,2.0,,11.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6.0,1,2.0,1.0,1.0,2011
1020100207092.0,6.0,SORGHUM,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,67.0,2.0,1.0,1.0,1.0,11.0,3.0,0.0,490.0,26.0,3.0,0.0,490.0,1.0,2.0,190.0,860.0,3.0,3.0,5.0,5.0,8.0,45.0,10.0,5.0,7.0,42.0,6.0,2.0,4.0,,20.0,,8.0,0.0,2.0,,4.0,,20.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,2.0,1.0,2.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,5.0,,6.0,1,2.0,1.0,1.0,2011
1020100207092.0,7.0,TEFF,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,20.0,4.0,2.0,2.0,20.0,6.0,2.0,4.0,,20.0,,8.0,,2.0,,4.0,,20.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6.0,1,2.0,1.0,1.0,2011
1020100207092.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1,2.0,1.0,1.0,2011
1020100207107.0,2.0,MAIZE,field_crop,85.0,15.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,1.0,,4.0,,1.0,,1.0,,1.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,8.0,1,2.0,1.0,1.0,2011
1020100207107.0,3.0,MILLET,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,25.0,2.0,1.0,1.0,1.0,13.0,2.0,0.0,630.0,28.0,2.0,0.0,360.0,1.0,2.0,296.0,26.0,2.0,2.0,2.0,2.0,4.0,19.0,4.0,2.0,2.0,17.0,6.0,2.0,2.0,,18.0,,8.0,,2.0,,2.0,,13.0,,,,,,,,,,,,4.0,2.0,2.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,1,2.0,1.0,1.0,2011
1020100207107.0,6.0,SORGHUM,field_crop,75.0,25.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,17.0,4.0,2.0,3.0,16.0,6.0,2.0,2.0,,17.0,,8.0,,2.0,,2.0,,12.0,,,,,,,,,,,,4.0,2.0,2.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,1,2.0,1.0,1.0,2011
1020100207107.0,7.0,TEFF,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,10.0,4.0,2.0,2.0,18.0,6.0,2.0,2.0,,17.0,,8.0,,2.0,,2.0,,14.0,,,,,,,,,,,,4.0,2.0,2.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,8.0,1,2.0,1.0,1.0,2011
1020100207107.0,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1,2.0,1.0,1.0,2011
1020100207122.0,2.0,MAIZE,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4.0,1,2.0,1.0,1.0,2011
1020100207122.0,3.0,MILLET,field_crop,85.0,15.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,33.0,2.0,1.0,1.0,1.0,17.0,2.0,0.0,610.0,27.0,2.0,0.0,610.0,1.0,2.0,327.0,57.0,2.0,2.0,1.0,1.0,2.0,9.0,2.0,1.0,2.0,8.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4.0,1,2.0,1.0,1.0,2011
1020100207122.0,6.0,SORGHUM,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,8.0,2.0,1.0,2.0,9.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4.0,1,2.0,1.0,1.0,2011
