household_id,crop_code,crop_name,crop_domain,disposition_share1_pct_unconfirmed,disposition_share2_pct_unconfirmed,disposition_share3_pct_unconfirmed,disposition_share4_pct_unconfirmed,disposition_share5_pct_unconfirmed,disposition_share6_pct_unconfirmed,disposition_total_check_pct,ph_saq07,storage_detail1_unconfirmed,storage_detail2_unconfirmed,storage_flag2_unconfirmed,storage_flag3_unconfirmed,storage_flag4_unconfirmed,storage_flag_unconfirmed,storage_qty1_unconfirmed,storage_qty1_unit_unconfirmed,storage_qty2_unconfirmed,storage_qty2_unit_unconfirmed,storage_qty3_unconfirmed,storage_qty3_unit_unconfirmed,storage_qty4_unconfirmed,storage_qty4_unit_unconfirmed,storage_qty5_unconfirmed,storage_qty5_unit_unconfirmed,storage_qty6_unconfirmed,storage_qty6_unit_unconfirmed,storage_qty7_unconfirmed,storage_qty7_unit_unconfirmed,loss_detail_a_unconfirmed,loss_detail_b_unconfirmed,loss_detail_c_unconfirmed,loss_detail_d_unconfirmed,loss_detail_e_unconfirmed,loss_detail_f_unconfirmed,loss_detail_g_unconfirmed,loss_detail_h_unconfirmed,loss_detail_i_unconfirmed,loss_detail_j_unconfirmed,loss_detail_k_unconfirmed,loss_detail_ka_unconfirmed,loss_detail_l_unconfirmed,loss_detail_la_unconfirmed,loss_detail_m_unconfirmed,loss_detail_ma_unconfirmed,loss_detail_n_unconfirmed,loss_detail_na_unconfirmed,loss_detail_o_unconfirmed,loss_detail_oa_unconfirmed,loss_detail_p_unconfirmed,loss_detail_pa_unconfirmed,loss_detail_q_unconfirmed,loss_detail_r_unconfirmed,loss_detail_s_unconfirmed,loss_detail_t_unconfirmed,loss_detail_u_unconfirmed,loss_detail_v_unconfirmed,loss_detail_w_unconfirmed,loss_detail_x_unconfirmed,loss_detail_y_unconfirmed,loss_detail_z_unconfirmed,loss_extra_a_unconfirmed,loss_extra_b_unconfirmed,loss_extra_c_unconfirmed,loss_extra_d_unconfirmed,loss_extra_e_unconfirmed,loss_extra_f_unconfirmed,loss_reason1_occurred,loss_reason1_qty,loss_reason1_unit,loss_reason2_occurred,loss_reason2_qty,loss_reason2_unit,loss_reason3_occurred,loss_reason3_qty,loss_reason3_unit,ph_saq07_loss,total_loss_qty,household_size,region_code,zone_code,woreda_code,is_rural
1010101601049,2.0,MAIZE,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,1,1,1,1
1010101601049,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1
1010101601064,2.0,MAIZE,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,1,1,1,1
1010101601064,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1
1010101601080,2.0,MAIZE,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,1.0,0.0,0.0,0.0,,,0.0,,,1.0,0.0,4,1,1,1,1
1010101601080,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1
1010101601101,2.0,MAIZE,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,1,1,1,1
1010101601101,3.0,MILLET,field_crop,85.0,15.0,0.0,0.0,0.0,0.0,100.0,2.0,,,4.0,4.0,4.0,2.0,31.0,5.0,0.0,700.0,31.0,6.0,0.0,680.0,,,300.0,0.0,4.0,12.0,2.0,5.0,5.0,24.0,1.0,2.0,1.0,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,4,1,1,1,1
1010101601101,6.0,SORGHUM,field_crop,85.0,15.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,4.0,24.0,1.0,3.0,4.0,12.0,1.0,3.0,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,4,1,1,1,1
1010101601101,27.0,SESAME,field_crop,10.0,0.0,90.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,17.0,2.0,0.0,210.0,2.0,3.0,0.0,210.0,,,100.0,0.0,2.0,3.0,4.0,6.0,8.0,36.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,4,1,1,1,1
1010101601101,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,1,1,1,1
1010101601116,2.0,MAIZE,field_crop,90.0,10.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,25.0,2.0,2.0,1.0,1.0,23.0,1.0,1.0,0.0,9.0,2.0,0.0,890.0,,,8.0,0.0,1.0,2.0,3.0,2.0,2.0,14.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,4,1,1,1,1
1010101601116,3.0,MILLET,field_crop,80.0,20.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,12.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,4,1,1,1,1
1010101601116,6.0,SORGHUM,field_crop,80.0,20.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,8.0,23.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,4,1,1,1,1
1010101601116,27.0,SESAME,field_crop,5.0,5.0,90.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,3.0,2.0,0.0,250.0,18.0,2.0,0.0,240.0,,,200.0,0.0,2.0,2.0,2.0,4.0,7.0,24.0,2.0,5.0,5.0,12.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,4,1,1,1,1
1010101601116,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1
1010101601131,6.0,SORGHUM,field_crop,80.0,20.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,8.0,30.0,3.0,4.0,4.0,36.0,1.0,2.0,1.0,,12.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,1,1,1,1,1
1010101601131,27.0,SESAME,field_crop,20.0,5.0,75.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,1,1,1,1,1
1010101601131,,,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1
1010101601146,2.0,MAIZE,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,15.0,2.0,0.0,92.0,30.0,2.0,0.0,840.0,,,10.0,0.0,2.0,3.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2,1,1,1,1
1010101601146,6.0,SORGHUM,field_crop,95.0,5.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,12.0,1.0,1.0,3.0,8.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2,1,1,1,1
1010101601146,27.0,SESAME,field_crop,5.0,5.0,90.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2,1,1,1,1
1010101601146,35.0,CINNAMON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2,1,1,1,1
1010101601146,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,2,1,1,1,1
1010201403001,2.0,MAIZE,field_crop,85.0,5.0,5.0,0.0,0.0,5.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,10.0,2.0,1.0,3.0,10.0,3.0,1.0,3.0,,8.0,,4.0,,1.0,,3.0,,8.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,9,1,1,2,1
1010201403001,3.0,MILLET,field_crop,50.0,10.0,40.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,7.0,3.0,0.0,360.0,28.0,3.0,0.0,360.0,,,260.0,0.0,3.0,3.0,3.0,3.0,8.0,30.0,6.0,1.0,3.0,8.0,9.0,3.0,8.0,,30.0,,12.0,,3.0,,8.0,,30.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,9,1,1,2,1
1010201403001,7.0,TEFF,field_crop,70.0,10.0,20.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,4.0,3.0,0.0,470.0,20.0,3.0,0.0,470.0,,,170.0,0.0,3.0,3.0,6.0,6.0,16.0,57.0,12.0,6.0,16.0,51.0,18.0,6.0,16.0,,55.0,,24.0,,6.0,,16.0,,57.0,,,,,,,,,,,,16.0,4.0,1.0,1.0,0.0,,0.0,,,0.0,,,6.0,7.0,,6.0,7.0,9,1,1,2,1
1010201403001,11.0,CHICK PEAS,field_crop,50.0,5.0,45.0,0.0,0.0,0.0,100.0,2.0,,,,4.0,,2.0,60.0,6.0,,,,,,,,,,,,,2.0,2.0,5.0,21.0,4.0,2.0,5.0,15.0,6.0,2.0,5.0,,19.0,,8.0,,2.0,,5.0,,19.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,9,1,1,2,1
1010201403001,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,9,1,1,2,1
1010201403001,75.0,GESHO,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,9,1,1,2,1
1010201403011,2.0,MAIZE,field_crop,60.0,10.0,20.0,5.0,0.0,5.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,10.0,4.0,2.0,4.0,16.0,6.0,2.0,4.0,,16.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,5,1,1,2,1
1010201403011,3.0,MILLET,field_crop,60.0,10.0,25.0,5.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,1.0,3.0,11.0,3.0,1.0,3.0,,11.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,1,1,2,1
1010201403011,7.0,TEFF,field_crop,70.0,5.0,25.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,1.0,3.0,10.0,3.0,1.0,3.0,,10.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,1,1,2,1
1010201403011,13.0,HORSE BEANS,field_crop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,100.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,3.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,1,1,2,1
1010201403011,23.0,LINESEED,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,4.0,2.0,0.0,300.0,10.0,3.0,0.0,300.0,,,8.0,0.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,1,1,2,1
1010201403011,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,6.0,2.0,1.0,2.0,6.0,3.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,5,1,1,2,1
1010201403016,2.0,MAIZE,field_crop,85.0,10.0,5.0,5.0,0.0,0.0,100.0,1.0,3.0,25.0,2.0,2.0,1.0,1.0,6.0,2.0,1.0,670.0,30.0,2.0,1.0,610.0,,,200.0,0.0,2.0,2.0,1.0,1.0,4.0,8.0,2.0,1.0,4.0,8.0,3.0,1.0,4.0,,6.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6,1,1,2,1
1010201403016,3.0,MILLET,field_crop,60.0,10.0,10.0,10.0,0.0,10.0,100.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,7.0,20.0,4.0,2.0,7.0,14.0,6.0,2.0,7.0,,10.0,,0.0,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,6,1,1,2,1
1010201403016,7.0,TEFF,field_crop,60.0,10.0,10.0,10.0,0.0,10.0,100.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,9.0,29.0,6.0,3.0,9.0,24.0,9.0,3.0,9.0,,12.0,,0.0,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,3.0,,6,1,1,2,1
1010201403016,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,3.0,1.0,3.0,,6.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,6,1,1,2,1
1010201403026,2.0,MAIZE,field_crop,75.0,5.0,5.0,5.0,0.0,10.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,8.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,1,1,1,2,1
1010201403026,3.0,MILLET,field_crop,50.0,10.0,20.0,0.0,0.0,20.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,10.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,1,1,1,2,1
1010201403026,7.0,TEFF,field_crop,90.0,5.0,5.0,0.0,0.0,0.0,100.0,1.0,,,2.0,2.0,2.0,1.0,1.0,2.0,0.0,330.0,7.0,3.0,0.0,330.0,,,70.0,0.0,2.0,3.0,1.0,1.0,3.0,10.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,1,1,1,2,1
1010201403026,13.0,HORSE BEANS,field_crop,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,100.0,2.0,2.0,1.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,1.0,1.0,1.0,8.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,1,1,1,2,1
1010201403026,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,6.0,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,1,1,1,2,1
1010201403031,2.0,MAIZE,field_crop,70.0,10.0,10.0,0.0,0.0,10.0,100.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,10.0,2.0,1.0,3.0,8.0,3.0,1.0,3.0,,8.0,,4.0,,1.0,,3.0,,8.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7,1,1,2,1
1010201403031,3.0,MILLET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,7.0,20.0,4.0,2.0,7.0,15.0,6.0,2.0,7.0,,20.0,,8.0,,2.0,,7.0,,20.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,2.0,,7,1,1,2,1
1010201403031,7.0,TEFF,field_crop,50.0,10.0,35.0,0.0,0.0,5.0,100.0,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,8.0,29.0,6.0,3.0,8.0,23.0,9.0,3.0,8.0,,28.0,,12.0,,3.0,,8.0,,28.0,,,,,,,,,,,,7.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,,,0.0,,,3.0,,7,1,1,2,1
1010201403031,38.0,RED PEPPER,garden_crop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,3.0,0.0,0.0,,0.0,,4.0,,0.0,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,1.0,,7,1,1,2,1
