household_id,crop_code,crop_name,crop_domain,disposition_share1_pct_unconfirmed,disposition_share2_pct_unconfirmed,disposition_share3_pct_unconfirmed,disposition_share4_pct_unconfirmed,disposition_share5_pct_unconfirmed,disposition_share6_pct_unconfirmed,disposition_total_check_pct,ph_saq07,storage_detail1_unconfirmed,storage_detail2_unconfirmed,storage_flag2_unconfirmed,storage_flag3_unconfirmed,storage_flag4_unconfirmed,storage_flag_unconfirmed,storage_qty1_unconfirmed,storage_qty1_unit_unconfirmed,storage_qty2_unconfirmed,storage_qty2_unit_unconfirmed,storage_qty3_unconfirmed,storage_qty3_unit_unconfirmed,storage_qty4_unconfirmed,storage_qty4_unit_unconfirmed,storage_qty5_unconfirmed,storage_qty5_unit_unconfirmed,storage_qty6_unconfirmed,storage_qty6_unit_unconfirmed,storage_qty7_unconfirmed,storage_qty7_unit_unconfirmed,loss_detail_a_unconfirmed,loss_detail_b_unconfirmed,loss_detail_c_unconfirmed,loss_detail_d_unconfirmed,loss_detail_e_unconfirmed,loss_detail_f_unconfirmed,loss_detail_g_unconfirmed,loss_detail_h_unconfirmed,loss_detail_i_unconfirmed,loss_detail_j_unconfirmed,loss_detail_k_unconfirmed,loss_detail_ka_unconfirmed,loss_detail_l_unconfirmed,loss_detail_la_unconfirmed,loss_detail_m_unconfirmed,loss_detail_ma_unconfirmed,loss_detail_n_unconfirmed,loss_detail_na_unconfirmed,loss_detail_o_unconfirmed,loss_detail_oa_unconfirmed,loss_detail_p_unconfirmed,loss_detail_pa_unconfirmed,loss_detail_q_unconfirmed,loss_detail_r_unconfirmed,loss_detail_s_unconfirmed,loss_detail_t_unconfirmed,loss_detail_u_unconfirmed,loss_detail_v_unconfirmed,loss_detail_w_unconfirmed,loss_detail_x_unconfirmed,loss_detail_y_unconfirmed,loss_detail_z_unconfirmed,loss_extra_a_unconfirmed,loss_extra_b_unconfirmed,loss_extra_c_unconfirmed,loss_extra_d_unconfirmed,loss_extra_e_unconfirmed,loss_extra_f_unconfirmed,loss_reason1_occurred,loss_reason1_qty,loss_reason1_unit,loss_reason2_occurred,loss_reason2_qty,loss_reason2_unit,loss_reason3_occurred,loss_reason3_qty,loss_reason3_unit,ph_saq07_loss,total_loss_qty,household_size,region,zone_code,woreda_code,is_rural,survey_year
120102088800501023,48,48.PAPAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,12.0,1.0,2.0,1,2021
120102088800501023,59,59.GREENPEPPER,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,2.0,1,2021
120102088800501023,61,61.PUMPKINS,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,2.0,1,2021
120102088800501023,123,123.OTHER VEGETABLE,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,2.0,1,2021
120102088800501037,2,2.MAIZE,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,4.0,6.0,16.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,11.0,580.0,17.0,25.0,180.0,8.0,0.0,,,,760.0,5.0,12.0,1.0,2.0,1,2021
120102088800501037,61,61.PUMPKINS,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,2.0,1,2021
120102088800501051,2,2.MAIZE,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,5.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,3.0,12.0,1.0,2.0,1,2021
120102088800501051,123,123.OTHER VEGETABLE,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,6.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,3.0,12.0,1.0,2.0,1,2021
120102088800501065,2,2.MAIZE,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,1.0,2.0,5.0,6.0,2.0,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,2.0,12.0,1.0,2.0,1,2021
120102088800501065,12,12.HARICOTBEANS,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,2.0,12.0,1.0,2.0,1,2021
120102088800501065,46,46.MANGOS,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,8.0,4.0,3.0,4.0,7.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,2.0,12.0,1.0,2.0,1,2021
120102088800501065,48,48.PAPAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,1.0,2.0,1,2021
120102088800501065,59,59.GREENPEPPER,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,2.0,12.0,1.0,2.0,1,2021
120102088800501065,123,123.OTHER VEGETABLE,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,4.0,8.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,2.0,12.0,1.0,2.0,1,2021
120102088800501079,2,2.MAIZE,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,3.0,1.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,6.0,80.0,4.0,0.0,,,0.0,,,,80.0,7.0,12.0,1.0,2.0,1,2021
120102088800501079,19,19.REDKIDENY BEANS,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,2.0,1,2021
120102088800501079,46,46.MANGOS,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,2.0,1,2021
120102088800501079,48,48.PAPAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,12.0,1.0,2.0,1,2021
120102088800501121,2,2.MAIZE,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,2.0,4.0,9.0,9.0,8.0,3.0,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,0.0,,0.0,,13.0,340.0,6.0,0.0,,,0.0,,,,340.0,5.0,12.0,1.0,2.0,1,2021
120102088800501121,59,59.GREENPEPPER,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,2.0,1,2021
120102088800501137,2,2.MAIZE,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,3.0,12.0,1.0,2.0,1,2021
120102088800501137,12,12.HARICOTBEANS,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,1.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,3.0,12.0,1.0,2.0,1,2021
120102088800501154,2,2.MAIZE,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,2.0,8.0,8.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,33.0,200.0,7.0,20.0,200.0,6.0,0.0,,,,400.0,4.0,12.0,1.0,2.0,1,2021
120102088800501154,46,46.MANGOS,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,4.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,2.0,1,2021
120102088800501154,48,48.PAPAYA,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,2.0,1,2021
120102088800501154,65,65.GUAVA,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,2.0,1,2021
120103088800301009,2,2.MAIZE,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,3.0,1,2021
120103088800301020,2,2.MAIZE,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,3.0,12.0,1.0,3.0,1,2021
120103088800301032,2,2.MAIZE,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,2.0,5.0,4.0,2.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,3.0,1,2021
120103088800301044,2,2.MAIZE,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,1.0,2.0,6.0,4.0,2.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,3.0,1,2021
120103088800301056,2,2.MAIZE,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,2.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,3.0,1,2021
120103088800301071,2,2.MAIZE,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,3.0,1,2021
120103088800301083,2,2.MAIZE,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,2.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,3.0,1,2021
120103088800301103,2,2.MAIZE,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,2.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,3.0,1,2021
120103088800301114,2,2.MAIZE,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,1.0,5.0,3.0,2.0,1.0,4.0,5.0,3.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,3.0,1,2021
120103088800301124,2,2.MAIZE,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,2.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,3.0,1,2021
120105088800804021,2,2.MAIZE,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,2.0,5.0,7.0,11.0,4.0,5.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,5.0,1,2021
120105088800804021,6,6.SORGHUM,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,2.0,3.0,7.0,2.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,5.0,1,2021
120105088800804021,42,42.BANANAS,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,5.0,1,2021
120105088800804021,46,46.MANGOS,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,1.0,6.0,1.0,1.0,5.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,5.0,1,2021
120105088800804021,48,48.PAPAYA,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,5.0,1.0,0.0,7.0,,0.0,6.0,12.0,1.0,5.0,1,2021
120105088800804021,72,72.COFFEE,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,3.0,29.0,4.0,9.0,6.0,24.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,5.0,1,2021
120105088800804021,76,76.SUGARCANE,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,5.0,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,6.0,12.0,1.0,5.0,1,2021
120105088800804033,5,5.RICE,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,1.0,2.0,4.0,8.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,,4.0,,4.0,,2.0,,4.0,,3.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,5.0,1,2021
120105088800804033,6,6.SORGHUM,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,1.0,3.0,3.0,8.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,,7.0,,4.0,,3.0,,3.0,,7.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,5.0,1,2021
120105088800804033,7,7.TEFF,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,8.0,3.0,1.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,5.0,1,2021
120105088800804033,12,12.HARICOTBEANS,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,1.0,1.0,2.0,5.0,3.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,5.0,1,2021
120105088800804033,38,38.REDPEPPER,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,2.0,4.0,2.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,5.0,1,2021
120105088800804033,42,42.BANANAS,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,5.0,1,2021
120105088800804033,61,61.PUMPKINS,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,5.0,1,2021
120105088800804033,76,76.SUGARCANE,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,7.0,12.0,1.0,5.0,1,2021
120105088800804045,2,2.MAIZE,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,5.0,1,2021
120105088800804045,6,6.SORGHUM,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,1.0,5.0,3.0,8.0,2.0,4.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,5.0,1,2021
120105088800804045,47,47.ORANGES,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,1.0,5.0,2.0,1.0,2.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,5.0,1,2021
120105088800804045,48,48.PAPAYA,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,5.0,1,2021
120105088800804045,72,72.COFFEE,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,3.0,3.0,7.0,2.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,4.0,12.0,1.0,5.0,1,2021
120105088800804057,2,2.MAIZE,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,3.0,12.0,1.0,5.0,1,2021
120105088800804057,6,6.SORGHUM,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,3.0,12.0,1.0,5.0,1,2021
120105088800804057,42,42.BANANAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,1.0,5.0,1,2021
120105088800804057,48,48.PAPAYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,1.0,5.0,1,2021
120105088800804057,58,58.ONION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,1.0,5.0,1,2021
120105088800804069,6,6.SORGHUM,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,1.0,4.0,4.0,6.0,3.0,4.0,4.0,7.0,4.0,4.0,4.0,,7.0,,5.0,,3.0,,2.0,,2.0,,,,,,,,,,,,1.0,3.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,5.0,1,2021
120105088800804069,7,7.TEFF,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,1.0,6.0,3.0,2.0,2.0,7.0,4.0,2.0,2.0,,8.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,5.0,1,2021
120105088800804069,46,46.MANGOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,1.0,5.0,1,2021
120105088800804069,72,72.COFFEE,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,,5.0,12.0,1.0,5.0,1,2021
120105088800804069,76,76.SUGARCANE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,1.0,5.0,1,2021
